Protein,Pearson,Spearman,RMSE
0,-0.08519514436955765,-0.07139648380860465,0.14217734220649536
1,-0.026178951334406498,-0.07799630007482664,0.24093231093613524
2,0.03510127501317728,0.033628861364867,0.3409255365185509
3,0.1152367574310559,0.11503859342988888,0.24099775579187577
4,0.05955667616350262,0.09168798257084075,0.5875070851790938
5,0.138227036894547,0.1457688152093811,0.18907709296469072
6,0.0046074196591242,-0.013178825461812585,0.44141432213521625
7,0.0245322991345353,0.08579832907723732,0.8811158813134161
8,0.17180299303349778,0.15178706186752727,0.38433404157134143
9,0.018774344396131366,0.033451367241198154,0.4760661573375802
10,0.0699085498627372,0.08736000466100179,0.4166819302607837
11,0.0025844486200602606,0.006876264689607701,0.19349482215203487
12,0.02481768404659715,0.052272551744591646,0.3208358031616827
13,0.08295166932521535,0.08380070141177898,0.46474529598259595
14,-0.07378929934059973,-0.10221065588611375,0.1861105317135098
15,0.0800612092888702,0.08208315807777021,0.36435548993513206
16,0.08567085666262943,0.07598695759971488,0.5878889514496083
17,0.0030152532172429145,0.021377110539847616,0.33273096496696986
18,0.13395970785381,0.10184815136094434,0.36407607550728827
19,0.0525550854005618,0.04151222127639176,0.5613651613366267
20,0.019648377503809895,0.011074226226429293,0.21719171061626916
21,0.007918233211054016,0.008471045605725643,0.33047730003761017
22,-0.05572714593863151,-0.05186640257889567,0.5246671340468206
23,0.13873820810529777,0.126797097003092,0.498508522949809
24,0.09615961110214316,0.08117073908888289,0.46522779957370064
25,0.0495319869911549,0.0526350805507912,0.4520569134390093
26,-0.020302301752655495,-0.006912762447143175,0.18896027729308043
27,0.0756238281616651,0.06540132301806152,0.3429309093220523
28,-0.08554850049236999,-0.0706494096569451,0.2976498476895774
29,-0.0546132599848319,-0.043034279905734336,0.046735706937968934
30,0.011344721127337675,0.002822940660056036,0.3141596337778362
31,0.05903832983735933,0.07534145858666681,0.5762851259911583
32,0.024662091108704504,0.017934560652248077,0.13229409939501297
33,0.03169504303375821,0.02899145778646172,0.3326319757699242
34,0.022319654317956496,0.020951691978346006,0.1312179268737464
35,0.052690114167722575,0.024000058970649284,0.5201349481655616
36,-0.02200082753677245,0.018022977085354722,0.2117893418088989
37,0.06502005646199968,0.06366654822017699,0.18610674155762447
38,0.03662006871378286,0.029349121209176477,0.3232389998035874
39,0.030901424807998366,0.03936470547767575,0.17411092566003755
40,0.3183259568462048,0.2521407273394043,0.1358835320485503
41,0.01305145162402773,0.1003823894739619,0.7022554376617522
42,0.0522281802624029,0.02296464490998868,0.173765461694603
43,0.02593982929819042,-0.0315770002087737,0.3087387568491093
44,-0.006519861538068979,0.013411321680060843,0.39539029241483065
45,0.0025316641342813234,-0.027642161315079697,0.3883083803788666
46,0.4977465021551455,0.3380884233874168,0.3985651123447227
47,-0.008034159501781431,0.011476710965042818,0.34731402991278654
48,0.04454199426088669,0.0384925194508765,0.2359281323946223
49,0.06047005095204102,0.0805324227703743,0.7100653947235522
50,0.015355074914976018,0.016832836672327822,0.0805315820728137
51,0.04886923275932323,0.02910978073714089,0.41728846301337896
52,0.009280043113111777,-0.018567393011817868,0.3943708922404041
53,0.014580357897407368,-0.018078982229945684,0.4494524613458453
54,0.17916343093505271,0.2073718446130094,0.408220847791632
55,-0.0656024158035844,-0.07505014776440902,0.20754582647046566
56,0.09264188818129081,0.10115807065036785,0.23652552576087246
57,0.0008647219523539901,-0.0185025672297052,0.24046950667327655
58,0.11214287059682505,0.10602301859971737,0.35750985976380384
59,0.12126826290826466,0.09112215947375638,0.38986685372093105
60,0.10724821405122292,0.09676159691715831,0.4671675488840381
61,-0.045417339140969085,-0.02744210434529195,0.2665508834742569
62,0.05647517711571757,0.07513464502146872,0.44935004817262636
63,0.07745640995660458,0.09619613427866228,0.17748228221045456
64,0.2839083252937889,0.2405773672983573,0.32919170330349
65,0.11107866798490378,0.09863278626505129,0.4678118320969876
66,0.029901759081247023,0.02827680673816903,0.34435339708954044
67,0.0195393942642838,0.03052421133852427,0.11920079477595663
68,-0.0227854841590138,-0.0068070124276003695,0.3079932888781917
69,0.12664804703232302,0.13056093521479983,0.21863278035156244
70,0.07449553840848272,0.04764655674480792,0.316333799225982
71,0.029899347205459507,0.019502888467587427,0.11818252249400667
72,0.17736008301572118,0.17416774912320185,0.5408492216786097
73,0.0016053160050717838,0.029602042314089475,0.11387779760273956
74,-0.056308370440594536,-0.04309317377956663,0.07979905734706452
75,-0.02503178437896672,-0.03176640292864976,0.401442526368728
76,0.15076051154934053,0.14225683830667585,0.3557765144332952
77,0.06735398021670094,0.06485543822868989,0.24899355377037455
78,0.06005298484728168,0.04812876876695527,0.5113412487509517
79,0.057508341600351384,0.02403621240758953,0.35050536300759016
80,0.05632185016998309,0.05547090820546165,0.14653640877599677
81,0.09871165439311111,0.1045747135973916,0.2402007676588365
82,0.23177626341568175,0.2119093688197044,0.3316386603454501
83,-0.0530220263914834,-0.04885274470956652,0.1269129705754636
84,0.057779542473203334,0.05893310500891886,0.3084690412054218
85,-0.022502103035720394,-0.00887443048658027,0.04196883195872886
86,0.724146231643916,0.39184003756393987,0.4696782577606621
87,0.05673441938368666,0.030796345039754147,0.6474147214991881
88,-0.0017056487516854204,0.022945525386547365,0.11132706059900656
89,0.14739837972260947,0.154653889243317,0.453231978602832
90,0.013687408236200738,0.03224183894480907,0.44342788244175924
91,0.0667818251907024,0.06558447291154924,0.4617171007547476
92,0.1363456679527228,0.13518667701369275,0.2099503372458122
93,0.05783632758537564,0.039993370210170305,0.3653042946582025
94,0.08666092680244959,0.08256666503672336,0.4476667733651095
95,0.05473294708734158,-0.007429450197828644,0.597440437315892
96,0.08324461851961784,0.08737655375444778,0.20644488239349346
97,-0.02541647804128143,-0.04615439586319787,0.25983714716088413
98,-0.00621040013225394,0.03288115131827593,0.16062616838963623
99,0.02788887995208762,0.08721997163448714,0.5821564858667194
100,0.2820550522643469,0.2795465619793381,0.5637770743372901
101,0.22226180227514417,0.16974556210052344,0.24348850039580797
102,0.19960482451057995,0.2062203411155159,0.4050001439231533
103,0.14724739342331974,0.11454783424648778,0.49771907701766394
104,0.07649416460499109,0.07444465622078203,0.3078320460595425
105,0.04215965690874267,-0.0006835945914502507,0.3794817466458299
106,,,0.00922822929956543
107,0.05813905764709342,0.04166632859155437,0.44235355939342547
108,0.11612943715735075,0.16661497980407192,0.9806286678111015
109,0.06030483253478292,0.05671730398051185,0.27906864399369946
110,0.11783476549617886,0.13310459064950383,0.4525950530909009
111,0.0795294999897418,0.08089326573545254,0.22020956205484227
112,0.20267065346369031,0.1585957904131658,0.33316680439533225
113,0.2230331509691571,0.13338968903680815,0.29913760640288284
114,0.09369833513055265,0.10552612596283505,0.19610580815304118
115,0.01649477080893426,0.00330764100435246,0.25027138088482576
116,-0.033231082590326345,-0.043532519240908826,0.05157139666144952
117,0.029901027296336462,-0.033318531187499716,0.7603878433006922
118,0.07370600989986882,0.09115787462217176,0.36458969600655566
119,0.12146668644241253,0.11252585752570632,0.40316505732899627
120,0.14322393644233053,0.11910261833159061,0.2994489339705187
121,-0.00713592623680273,-0.0167959383089064,0.21075178615636905
122,0.17859220107565008,0.14477041862493445,0.13161424594502014
123,0.060333019522007134,0.06016719712140329,0.2916629248361975
124,0.008200736390852585,-0.0015036990597118805,0.08281447751193363
125,0.09121429147237102,0.09267350518748434,0.17785238889600377
126,0.1756458135186801,0.13125562799925183,0.3449344986844919
127,0.2368172383507447,0.21696222251726274,0.37479683051464896
128,-0.05743300616319253,-0.06614754548577034,0.2048370541718773
129,0.08721489647261808,0.11510428605634557,0.17993776991014487
130,-0.005232361804097557,0.018214239941137907,0.3938771741079095
131,0.132511661332958,0.05666705849947318,0.17259095995369766
132,0.0025002262062965627,0.019567916854546827,1.3222584253663852
133,0.12034366406155618,0.1746085275078751,0.7304494997823239
134,-0.0396306954332915,-0.02210190664170646,0.16969748477582294
135,0.10166563019285642,0.12864649219696236,0.5063555558911298
136,0.5334958349941022,0.34582466206428597,0.3201527331296178
137,-0.001927286698347332,0.03436082376809278,1.38422489712752
138,0.01832860412486928,0.07949106514891208,1.7140511963722387
139,0.05503163150049779,0.031549890477955374,0.8008079852945245
140,0.1233874947319444,0.1272257338575894,0.4278027728891105
141,0.0013836198538770576,-0.005562156097986924,0.2497780335931353
142,-0.039161006286832986,-0.05338309879210883,0.32644595610815036
143,0.12684767451212214,0.1165001412171073,0.36932884857328496
144,0.038937877992136,0.0415184973091506,0.2392534984853605
145,0.002059274695042924,0.005305179222907,0.20863768401788693
146,0.04369114512851708,0.09536803636236907,0.21224300417638672
147,0.14517859423141438,0.15710402084224082,0.5582222052619029
148,0.015257652958160886,-0.004623805349856317,0.3831747532883737
149,0.048065312775615425,0.03169958047530203,0.1429617467095131
150,0.12089171556371714,0.10773804498071747,0.4311627560464012
151,0.05592913779738279,0.03181359174891016,0.08862788425674524
152,0.5949926106909665,0.42133400351172196,0.376522274759957
153,0.5234740951637251,0.38052555346998196,0.3961826957436993
154,0.055728464542489566,0.024401124791046266,0.2689994043918304
155,0.06929949493925432,0.08050163089962645,0.3770381018863963
156,0.14389790812104344,0.14035941799011376,0.16366484569741993
157,0.057643258086298055,0.09537910420815178,0.05103038717294451
158,-0.05838445176137877,-0.0600323144257031,0.22230586173935207
159,-0.009712838541033532,-0.0313322737621477,0.21956615208464456
