epoch,train_mse,train_rmse,val_mse,val_rmse
0,0.8797861933708191,0.9379691857256395,0.9038053750991821,0.9506867912720688
1,0.8492689728736877,0.9215579053286276,0.8663986921310425,0.9308053997109398
2,0.8236533403396606,0.9075534917235791,0.8505518436431885,0.9222536764053524
3,0.797770619392395,0.8931800598940816,0.8311423063278198,0.9116700644025885
4,0.771939754486084,0.8786010212184391,0.8015429377555847,0.895289303943471
5,0.748547375202179,0.8651863239800887,0.7776966094970703,0.8818710843978672
6,0.7263451814651489,0.8522588699832633,0.7547082901000977,0.8687394834471941
7,0.7049115896224976,0.8395901319230101,0.7246428728103638,0.8512595801577588
8,0.6835677623748779,0.8267815687198632,0.7021237015724182,0.8379282198210167
9,0.6662460565567017,0.8162389702511769,0.6905659437179565,0.8310029745542169
10,0.6447358131408691,0.8029544278107377,0.6698015928268433,0.8184140717429309
11,0.6284672021865845,0.7927592334287785,0.647207498550415,0.8044920748835348
12,0.6099785566329956,0.7810112397609881,0.6293311715126038,0.7933039590929846
13,0.5961573719978333,0.7721122793984261,0.6185754537582397,0.786495679427573
14,0.5795029401779175,0.7612509048782258,0.6008022427558899,0.7751143417302314
15,0.5660843253135681,0.7523857556556797,0.5788599252700806,0.7608284466751231
16,0.5518112182617188,0.7428399681369593,0.5709897875785828,0.755638662045943
17,0.5392881035804749,0.734362378925061,0.555189847946167,0.7451106279916876
18,0.5262311100959778,0.7254178865288461,0.5412544012069702,0.7356999396540482
19,0.5152274370193481,0.7177934501089768,0.5323672294616699,0.7296349974210872
20,0.5018628239631653,0.7084227720529354,0.5139060020446777,0.7168723750045595
21,0.49150651693344116,0.7010752576816851,0.5060603022575378,0.7113791550625713
22,0.47982898354530334,0.6926968915372028,0.4939403831958771,0.7028089236740503
23,0.4711613059043884,0.6864119068783615,0.483016699552536,0.6949940284294075
24,0.45993572473526,0.6781856123033428,0.4696812927722931,0.685332979486828
25,0.45120739936828613,0.6717197327519017,0.4655904769897461,0.6823419062242522
26,0.4427109658718109,0.6653652875464807,0.4506324231624603,0.6712916081424378
27,0.43292221426963806,0.6579682471591148,0.43944114446640015,0.6629035710164791
28,0.4244297742843628,0.6514827505654796,0.43622496724128723,0.6604732903314768
29,0.4167724549770355,0.6455791624402352,0.4266222417354584,0.653163258102795
30,0.4076005220413208,0.6384359968245218,0.423536092042923,0.6507965058625645
31,0.400297075510025,0.6326903472552944,0.4071308970451355,0.6380680974983277
32,0.3923838138580322,0.6264054708078723,0.4011691212654114,0.63337912916784
33,0.3857649564743042,0.6210997959058626,0.38947373628616333,0.6240783094181077
34,0.3796680271625519,0.6161720759354093,0.38504794239997864,0.6205223141837678
35,0.3709246814250946,0.6090358621830857,0.3749839961528778,0.6123593684699188
36,0.36628979444503784,0.6052187988199291,0.3686903119087219,0.607198741689014
37,0.3585856556892395,0.5988202198400113,0.3637513518333435,0.603118024795598
38,0.3527870178222656,0.5939587677796041,0.3553048074245453,0.5960744982169136
39,0.34622544050216675,0.5884092457653659,0.3544252812862396,0.5953362758023734
40,0.34081974625587463,0.5837976929175677,0.3417232632637024,0.5845710078884364
41,0.3359043300151825,0.5795725407705082,0.3404724895954132,0.5835002053088012
42,0.3308124244213104,0.5751629546670322,0.33323463797569275,0.5772647901749186
43,0.3242064118385315,0.5693912642801359,0.32927533984184265,0.5738251823001869
44,0.32076773047447205,0.5663636027098423,0.32786819338798523,0.5725977588045427
45,0.3147813677787781,0.5610538011445766,0.3206779956817627,0.5662843770419265
46,0.3115420341491699,0.5581595060098591,0.3142455518245697,0.5605760892372861
47,0.3058403730392456,0.5530283654924453,0.3092561364173889,0.5561080258523419
48,0.30169054865837097,0.5492636422141657,0.30163702368736267,0.5492149157546276
49,0.2969167232513428,0.5449006544787249,0.3016461730003357,0.5492232451383824
50,0.29401230812072754,0.5422290181470626,0.30097106099128723,0.5486082946796259
51,0.2896991968154907,0.5382371195072769,0.28964775800704956,0.538189332862562
52,0.2854521572589874,0.534277228841907,0.2859204411506653,0.5347152898044578
53,0.2828964293003082,0.5318800892121346,0.2831169068813324,0.5320873113327665
54,0.2784629464149475,0.5276958844021313,0.27800625562667847,0.5272629852613195
55,0.274476557970047,0.5239051039740374,0.2744468152523041,0.5238767176085458
56,0.27201393246650696,0.5215495493876943,0.2758635878562927,0.5252271773778397
57,0.26841580867767334,0.5180886108357077,0.266622394323349,0.5163549112028945
58,0.26531344652175903,0.5150858632517098,0.26779767870903015,0.5174917184931853
59,0.26190051436424255,0.5117621658194776,0.26073166728019714,0.5106189061131571
60,0.25907495617866516,0.5089940630092508,0.25906869769096375,0.5089879150735936
61,0.255778431892395,0.5057454220182275,0.2566538155078888,0.5066101217977083
62,0.2527621388435364,0.5027545512907231,0.2520267963409424,0.5020227050054035
63,0.25117629766464233,0.5011749172341353,0.24656404554843903,0.49655215793352364
64,0.2475852221250534,0.49757936263982394,0.24613787233829498,0.49612283996838424
65,0.2445003092288971,0.49446972529053496,0.24591988325119019,0.49590309865052284
66,0.24242202937602997,0.4923637165511183,0.2431437224149704,0.49309605799982864
67,0.23942120373249054,0.4893068605001268,0.24389545619487762,0.4938577286981319
68,0.2371910959482193,0.48702268525010134,0.23415632545948029,0.48389701947778135
69,0.23453229665756226,0.48428534631719167,0.23349927365779877,0.4832176255661612
70,0.2331543266773224,0.48286056649650155,0.23224811255931854,0.48192127215896846
71,0.22997277975082397,0.4795547724200271,0.22498266398906708,0.47432337491322
72,0.22843043506145477,0.4779439664452882,0.22810068726539612,0.477598876951565
73,0.2256949245929718,0.47507359913277836,0.22017376124858856,0.46922676953535863
74,0.2241819202899933,0.47347853202652523,0.22240304946899414,0.47159627804828375
75,0.22170746326446533,0.470858219918125,0.22122152149677277,0.470341919774086
76,0.21998800337314606,0.4690287873608037,0.21551640331745148,0.4642374428215065
77,0.2174542397260666,0.4663198899104204,0.21563149988651276,0.46436138931495236
78,0.2171054482460022,0.4659457567635982,0.2169860154390335,0.46581757742600644
79,0.2144349068403244,0.46307116822398303,0.2107757180929184,0.4591031671562704
80,0.21227437257766724,0.4607324305686189,0.21149924397468567,0.45989046954104806
81,0.2101219892501831,0.45839065135556933,0.20925669372081757,0.45744583692587865
82,0.20975162088871002,0.45798648548697374,0.21093623340129852,0.45927794787176374
83,0.20749010145664215,0.4555108137647691,0.20660936832427979,0.4545430324229817
84,0.20638982951641083,0.4543014742617625,0.2036585658788681,0.45128545941440223
85,0.20338578522205353,0.45098313185977756,0.20021508634090424,0.4474540047210487
86,0.2021493911743164,0.44961026586847014,0.19893550872802734,0.4460218702351123
87,0.19990216195583344,0.44710419586024175,0.2001447230577469,0.44737537153686374
88,0.19953399896621704,0.44669228666523564,0.19813984632492065,0.4451290221103547
89,0.19735437631607056,0.4442458512086191,0.1967969834804535,0.4436180603632515
90,0.1960221230983734,0.44274385721133774,0.19122524559497833,0.4372930888945975
91,0.19553391635417938,0.4421921712945395,0.19710388779640198,0.4439638361357848
92,0.19410474598407745,0.4405732016181618,0.19157996773719788,0.4376984895304048
93,0.1918361485004425,0.4379910370092549,0.18728452920913696,0.4327638261328423
94,0.1918189525604248,0.43797140609910234,0.18691349029541016,0.43233492837776843
95,0.18949297070503235,0.43530790333398767,0.18530669808387756,0.43047264498906035
96,0.18823939561843872,0.4338656423576759,0.18276430666446686,0.42750942289552735
97,0.18629330396652222,0.43161708025346057,0.18429724872112274,0.4292985542965673
98,0.18558673560619354,0.4307977896951115,0.18107523024082184,0.4255293529720621
99,0.18441519141197205,0.4294358990722271,0.18315225839614868,0.42796291708061424
100,0.18354329466819763,0.4284195311469794,0.18309785425662994,0.42789935061487294
101,0.1818738877773285,0.4264667487358522,0.1794896423816681,0.4236621795507219
102,0.18048784136772156,0.4248386062585668,0.1733630895614624,0.41636893443370915
103,0.18001911044120789,0.42428658998512775,0.1778060644865036,0.42167056393173047
104,0.17823798954486847,0.42218241264276807,0.1769210249185562,0.42061981042095037
105,0.1772402822971344,0.4209991476204369,0.17591899633407593,0.4194269857008201
106,0.17698167264461517,0.42069189752669967,0.17213532328605652,0.4148919416981445
107,0.17504462599754333,0.4183833481360645,0.1724427044391632,0.41526221166771626
108,0.1746029108762741,0.41785513144662245,0.1705860048532486,0.4130205864763264
109,0.17360259592533112,0.4166564483184331,0.17236679792404175,0.4151708057222253
110,0.1730518937110901,0.41599506452732116,0.16798795759677887,0.40986334014739456
111,0.17134855687618256,0.41394269757562163,0.16810192167758942,0.4100023435025578
112,0.16964827477931976,0.4118838122326729,0.16605155169963837,0.40749423517350325
113,0.16981250047683716,0.41208312326135993,0.165216863155365,0.40646877266939585
114,0.1689586043357849,0.4110457448214066,0.1674935668706894,0.40925977919982487
115,0.16831795871257782,0.4102657172035921,0.1669275015592575,0.4085676217705675
116,0.16740001738071442,0.40914547214983865,0.16372358798980713,0.40462771530112357
117,0.1659872680902481,0.40741535082793345,0.16272470355033875,0.4033915015841791
118,0.16476905345916748,0.40591754514823264,0.16108956933021545,0.40135965084972786
119,0.1644003689289093,0.40546315360203733,0.16051974892616272,0.4006491593977987
120,0.1643056720495224,0.4053463605973568,0.15915919840335846,0.39894761360779996
121,0.1634760946035385,0.4043217711223803,0.16152970492839813,0.40190758257141423
122,0.162011057138443,0.4025059715562528,0.1572687029838562,0.396571182745111
123,0.16097497940063477,0.40121687327508393,0.15651318430900574,0.39561747219884735
124,0.16079798340797424,0.4009962386456689,0.15773159265518188,0.3971543687978037
125,0.16004908084869385,0.400061346356648,0.1589149534702301,0.3986413845428371
126,0.15885445475578308,0.3985654961932644,0.1583879292011261,0.397979810042075
127,0.15872745215892792,0.39840613971038136,0.15444371104240417,0.3929932709887081
128,0.15796586871147156,0.39744920268063383,0.15402935445308685,0.3924657366612872
129,0.15675590932369232,0.39592412066416505,0.15582601726055145,0.3947480427570876
130,0.1566924899816513,0.3958440222886425,0.15437395870685577,0.3929045160173853
131,0.15563100576400757,0.39450095787463885,0.1497034877538681,0.3869153495971284
132,0.15555231273174286,0.3944012078223682,0.1547226905822754,0.39334805272465173
133,0.15564702451229095,0.3945212598989958,0.15167948603630066,0.38946050638838936
134,0.15379399061203003,0.3921657693017457,0.15112699568271637,0.388750557147789
135,0.15317204594612122,0.3913720045508125,0.15195143222808838,0.38980948196277676
136,0.15330560505390167,0.39154259672978325,0.1488509625196457,0.3858120818736055
137,0.15239353477954865,0.39037614524910286,0.15076452493667603,0.3882840776244579
138,0.15177924931049347,0.3895885641423442,0.15168194472789764,0.3894636629108005
139,0.15050086379051208,0.38794440811862735,0.1494346261024475,0.38656775098609497
140,0.15144029259681702,0.3891533021789961,0.14559273421764374,0.3815661596861595
141,0.1498522013425827,0.38710748034955705,0.1483793407678604,0.3852003904046054
142,0.1503680944442749,0.3877732513264355,0.14937439560890198,0.38648983894651356
143,0.14932385087013245,0.3864244439345581,0.14869627356529236,0.3856115578730653
144,0.1493704915046692,0.38648478819310494,0.1486625075340271,0.3855677729453372
145,0.14894810318946838,0.3859379525124063,0.14589741826057434,0.38196520556272445
146,0.14737024903297424,0.38388832885746116,0.14531777799129486,0.38120568987266557
147,0.14725454151630402,0.38373759460900364,0.14497986435890198,0.380762214983186
148,0.1468869298696518,0.38325830698062086,0.1446559876203537,0.3803366766699653
