epoch,train_mse,train_rmse,val_mse,val_rmse
0,0.8812410831451416,0.9387444184362118,0.8917142748832703,0.9443062399895864
1,0.8506608605384827,0.9223127780414205,0.8729841113090515,0.934336187519809
2,0.8245320320129395,0.9080374617894018,0.8423972725868225,0.9178220266406895
3,0.7987220883369446,0.8937125311513454,0.817318856716156,0.9040568879866775
4,0.7725974321365356,0.8789752170206709,0.7918950915336609,0.8898848754382
5,0.7482504844665527,0.8650147307800906,0.7680802941322327,0.8764019021728745
6,0.7256826758384705,0.8518701050268582,0.7452806830406189,0.8632964050895955
7,0.7037115097045898,0.8388751454802972,0.7224665880203247,0.8499803456670776
8,0.6837828159332275,0.8269116131323997,0.6985431909561157,0.8357889631696005
9,0.6659213900566101,0.816040066452996,0.6862677335739136,0.8284127797021926
10,0.6462134718894958,0.8038740398156268,0.6652413606643677,0.8156232958077937
11,0.6292357444763184,0.7932438114957584,0.6477684378623962,0.8048406288591526
12,0.6111615896224976,0.7817682454682446,0.6274186968803406,0.7920976561512731
13,0.5966450572013855,0.7724280271982533,0.6151480674743652,0.7843137557600053
14,0.5809823870658875,0.7622220064166919,0.5966212749481201,0.7724126325663765
15,0.5677740573883057,0.7535078349880018,0.5803661346435547,0.7618176518324806
16,0.5546258687973022,0.744732078533819,0.5711897015571594,0.7557709319345111
17,0.5419815182685852,0.7361939406627748,0.5543840527534485,0.7445697098012035
18,0.5289967060089111,0.7273215973755428,0.542831301689148,0.7367708610478213
19,0.5177342295646667,0.7195375108808899,0.533578097820282,0.7304643029062282
20,0.5051349997520447,0.7107284993244922,0.5171813368797302,0.7191532082106915
21,0.4956803619861603,0.7040457101539361,0.5063208937644958,0.71156229085337
22,0.48382481932640076,0.695575171585646,0.49263909459114075,0.7018825361776291
23,0.47458353638648987,0.6889002368895585,0.4853300154209137,0.6966563108311828
24,0.46346181631088257,0.6807802995907583,0.471996545791626,0.6870200475907715
25,0.4549049735069275,0.6744664361604122,0.4686896800994873,0.684609144037302
26,0.4467102587223053,0.6683638670083125,0.45111721754074097,0.6716526018268231
27,0.43730923533439636,0.6612936075106097,0.43981418013572693,0.6631848762869422
28,0.4290304481983185,0.6550041589168106,0.43497201800346375,0.6595240844756647
29,0.4213791787624359,0.6491372572595382,0.42727911472320557,0.6536659045133114
30,0.4119417369365692,0.6418268745826784,0.42497125267982483,0.6518981919593158
31,0.40478000044822693,0.6362232316162519,0.4106123149394989,0.6407903829954839
32,0.39718037843704224,0.6302224832843099,0.4072367548942566,0.638151043949829
33,0.38981524109840393,0.6243518568070443,0.3925413489341736,0.626531203480061
34,0.3839186728000641,0.6196117113160984,0.38703304529190063,0.622119799790925
35,0.37528130412101746,0.6126020764909449,0.3779899775981903,0.6148088951846665
36,0.3699851930141449,0.6082640816406513,0.37259429693222046,0.6104050269552345
37,0.3624717593193054,0.6020562758740294,0.3661166727542877,0.6050757578636643
38,0.3567064106464386,0.5972490357015561,0.3584325909614563,0.5986924009551619
39,0.35007891058921814,0.5916746661715525,0.3534412384033203,0.5945092416466882
40,0.3439173996448517,0.5864447114987497,0.3422996401786804,0.5850637915464265
41,0.3392426669597626,0.5824454197259711,0.3417130708694458,0.5845622899823815
42,0.3336174786090851,0.577596293797913,0.3338003158569336,0.577754546374958
43,0.32758158445358276,0.572347433342356,0.32897356152534485,0.5735621688407847
44,0.32351061701774597,0.5687799372496766,0.325221985578537,0.5702823735471201
45,0.3177367150783539,0.5636813950081676,0.3183508813381195,0.5642259133876425
46,0.3128710687160492,0.5593487898583934,0.31106507778167725,0.5577320842319162
47,0.308236300945282,0.5551903285768602,0.310485303401947,0.5572120811701295
48,0.3031821548938751,0.5506197915929604,0.300400048494339,0.5480876284813762
49,0.29800236225128174,0.545895926208725,0.30053436756134033,0.5482101490864068
