Protein,Pearson,Spearman,RMSE
0,-0.016550383804147455,-0.008783924878361346,0.14840333325256716
1,0.08513066537819357,0.11432127251293069,0.23419788143800896
2,0.10476080642595359,0.08784155089036398,0.33092684828710045
3,0.07355062795794197,0.07405477141301049,0.23637511691260185
4,0.20723458672870018,0.200893411029236,0.5555417479317916
5,0.11099911709588864,0.1431157062913298,0.18013915326243266
6,0.25220582576659945,0.2502249456886195,0.40897769608611867
7,0.25901139307827703,0.2702000288323735,0.693257540149586
8,0.11104974248449438,0.08882193812293006,0.34782974223138585
9,0.18613765576678956,0.1841031385944256,0.45311206285774275
10,0.1715990240664247,0.1477108758395547,0.3958349347241608
11,0.1391366275231094,0.1817561713869605,0.18337525402290997
12,0.11010674866748338,0.13466744681461956,0.2976798933246336
13,0.27173353663716004,0.24561768953594218,0.4600797267990972
14,-0.0028312069870964564,0.01160696486855769,0.18283023553352645
15,0.26834386182737563,0.2549935465604312,0.3513844323495873
16,0.12002877017230526,0.10225545601144782,0.4989897545971427
17,0.14564219889564572,0.12851828970486617,0.33127226618109173
18,0.23694875948258762,0.2301554139187732,0.38255569562261266
19,0.31019605860693233,0.2798851918814105,0.5102547042096561
20,0.2149715971446076,0.2288548292200899,0.20016783987943573
21,0.18666144170778054,0.17499893911065795,0.32252456751046266
22,0.13369658519540273,0.1183044585777902,0.49813279008987826
23,0.2795346196133216,0.2688132159790219,0.47498223266969775
24,0.3000873929798853,0.2677030017934294,0.4690019912971231
25,0.15855937959361893,0.15984206447819246,0.4162797287646073
26,0.05766615373127321,0.04074077898208311,0.16031421654899172
27,0.11056184595522614,0.10932294807083978,0.3641958544991785
28,0.04373667320510842,0.04686985862423073,0.3094991152857652
29,-0.04274911306233629,-0.021259261347234125,0.04361535389432431
30,0.14763701878808044,0.0995695099527882,0.2878273913699413
31,0.23032551475794766,0.21627148401568713,0.5679090784985228
32,-0.008238859467109843,0.02041449386078327,0.13365373750776274
33,0.13577432663409642,0.12495828587518418,0.32309242907167335
34,-0.008273606068022625,0.014372962537823964,0.12844379447438722
35,0.28151561613703807,0.27382081034862255,0.49448358383102065
36,0.037490194561473573,0.06577825828772635,0.20143587386861705
37,0.028819100848099927,0.05968646656009588,0.18157159273561058
38,0.17730934503737836,0.2148316828072857,0.31203336282113303
39,0.03147913448095328,0.019133801203525945,0.16563272863592465
40,0.04574754112785882,0.038873292829652954,0.07066430927420073
41,0.24852632739799765,0.2739093066661145,0.5878371059856824
42,0.12780535875396418,0.13477456980258304,0.19216256529834955
43,0.11438620061192376,0.13375744731485356,0.3018616203467747
44,0.18861634737213442,0.18951622031447415,0.38325399235993135
45,0.14926367378263442,0.12025953020287562,0.3890966140633167
46,0.174428630802588,0.18382539494000616,0.3512212575155848
47,0.15000448837974406,0.17528960778438682,0.34130982852611585
48,0.16905862883605166,0.16919835175671016,0.24589542503417225
49,0.20872807996489873,0.18052823191769152,0.5925547178159991
50,0.020114625218015218,0.015206703796779141,0.0683978400900227
51,0.24702403601162634,0.24546025608296812,0.4214342375352832
52,0.3012766020460598,0.3149787853131375,0.39363458566289167
53,0.19786224641151123,0.1730583412052924,0.4558631003791907
54,0.15626853414053266,0.14179342904492115,0.4006670275535234
55,0.14087090114837078,0.15976656926273322,0.21531911765968612
56,0.22189622961965627,0.24736238609701203,0.21438603781471802
57,0.16518702844530425,0.16339397206792158,0.24431700797749858
58,0.11174604331057769,0.11923614466192507,0.31917406441698115
59,0.2216320150755158,0.20730151019736814,0.36789637639435036
60,0.28338200502359456,0.27431517298004016,0.4595321606468031
61,0.07620309975127869,0.06063259968371806,0.2562638057492341
62,0.15498870802107398,0.147926898455019,0.4310979524888624
63,0.1127443154531834,0.12019086434152644,0.17057247095759173
64,0.17069439316572863,0.17106672315869334,0.3009874167669162
65,0.23962574989801189,0.23358549718410873,0.45883234121732813
66,0.12238401021247677,0.12467002650382361,0.3487672940272054
67,0.053753473437674656,0.04486315979087645,0.11345108180453144
68,0.11714560693997607,0.09218159706176945,0.2846297666428791
69,0.08354745815343485,0.09489779083073072,0.21470211167344858
70,0.11681360718742201,0.12243396781747652,0.2861153886198071
71,0.0957341910499055,0.08103481431890631,0.12098542275938769
72,0.2805048357802408,0.25448628001261875,0.4907442828920018
73,-0.03275755179006451,-0.01988309581974148,0.11593453956160121
74,0.047560677699695894,0.046755832733178924,0.0831190849212407
75,0.16042968099340954,0.14669494110055276,0.3873220625460153
76,0.17035503338353314,0.14897476240502555,0.3567694722033312
77,0.15803076087633774,0.16264593469447328,0.25484298275546924
78,0.2904151243216458,0.282084299166207,0.47028687891759297
79,0.08721827351465523,0.0955214401990279,0.34535396009891833
80,-0.004057260209117415,0.011116156747174694,0.14547835654500807
81,0.13552849190483043,0.14323152203911052,0.21777126608019343
82,0.18628438405492917,0.18569322477872993,0.2687387184723293
83,0.03505856610139368,0.042187835730619634,0.11134216378280942
84,0.16960383253851127,0.15341766663345607,0.29159418054147657
85,0.008965179882495386,0.05525106506797633,0.06577022276482204
86,0.09614379809267272,0.11691969586710442,0.3294299127217833
87,0.20617470615203978,0.1739280401342791,0.5212477518451377
88,-0.015613323907022547,0.011547547254327441,0.10626422021254042
89,0.23938995786958148,0.20655581772785117,0.4021925765271833
90,0.2936411341867361,0.2630730470669181,0.4392970291382453
91,0.3178545025600813,0.31162733948873284,0.4520090958815778
92,0.1742915072811392,0.1687381263164481,0.1922798241980363
93,0.3090817279266072,0.2726449644316797,0.3355939806342501
94,0.28015202393389443,0.2527709459859105,0.41930915847351036
95,0.308089503000739,0.3039655166655219,0.5430162017920775
96,0.15452268948114453,0.14905236729770382,0.22769815717150754
97,-0.0010919909159488287,0.0030909100131412694,0.26412141316050586
98,0.07545639014405912,0.08354314919019269,0.16033177341045854
99,0.260057985914163,0.2397097977654244,0.5055149572945233
100,0.2872004530972852,0.27819975314072126,0.5154106108404115
101,0.02348155753790504,0.02157590690918774,0.2144443739347229
102,0.11696036259482008,0.1251581464612836,0.4053889367885863
103,0.3471375455897299,0.34422468806062795,0.4765250433039453
104,0.06567863829312999,0.059361519256485404,0.2981675064713157
105,0.2587722224423114,0.24693666496176536,0.37005110038166267
106,,,0.02290718985340196
