epoch,train_mse,train_rmse,val_mse,val_rmse,optimized_loss
0,0.8811318874359131,0.9386862561239049,0.9063850045204163,0.9520425434403739,249.36032104492188
1,0.8532655835151672,0.9237237593107407,0.8727114796638489,0.9341902802233862,240.9779815673828
2,0.8225879669189453,0.906966353796515,0.8488954901695251,0.9213552464546588,231.8000946044922
3,0.7968648672103882,0.8926728780524186,0.8160001635551453,0.9033272737801872,224.02288818359375
4,0.7724101543426514,0.8788686786674397,0.7961005568504333,0.8922446731981275,216.60012817382812
5,0.7496081590652466,0.8657991447589023,0.7708735466003418,0.877994047018738,209.64622497558594
6,0.7247013449668884,0.8512939239574593,0.7468420267105103,0.8642002237389842,202.0968780517578
7,0.7067205905914307,0.8406667535899291,0.72471022605896,0.8512991401728067,196.4998779296875
8,0.6832799315452576,0.8266074833590956,0.7043508887290955,0.8392561520352981,189.36370849609375
9,0.6640453338623047,0.8148897679209776,0.6841735243797302,0.8271478249863988,183.40089416503906
10,0.6459534168243408,0.8037122724111788,0.6586313247680664,0.8115610419235675,177.7759552001953
11,0.6282789707183838,0.7926405053480321,0.6410893201828003,0.8006805356587609,172.25137329101562
12,0.6112020611763,0.781794129663494,0.6231378316879272,0.7893907978231867,166.911376953125
13,0.5946797132492065,0.7711547920159781,0.6111317276954651,0.7817491462710178,161.72837829589844
14,0.5803914070129395,0.7618342385407336,0.5914409756660461,0.769051998024871,157.1627197265625
15,0.5660106539726257,0.752336795572718,0.572969913482666,0.7569477613961653,152.58633422851562
16,0.5522754788398743,0.7431523927431535,0.5607852339744568,0.7488559500828292,148.18807983398438
17,0.5380898714065552,0.7335460935800525,0.5501182079315186,0.7416995401990745,143.65460205078125
18,0.5249348878860474,0.7245239042889112,0.5336925387382507,0.7305426330736973,139.43087768554688
19,0.5138909220695496,0.7168618570335219,0.5218251943588257,0.7223746911117704,135.79592895507812
20,0.5023819804191589,0.7087890944555785,0.5146806836128235,0.7174124919548192,132.0227813720703
21,0.4915025234222412,0.7010724095428669,0.4973272383213043,0.7052143208424686,128.4423370361328
22,0.48058509826660156,0.6932424527296359,0.4910966157913208,0.7007828592305329,124.8476333618164
23,0.4705469310283661,0.6859642345110757,0.47876447439193726,0.6919280846966231,121.49897003173828
24,0.4595445990562439,0.677897189149095,0.4636973738670349,0.6809532831751639,117.88898468017578
25,0.45030391216278076,0.6710468777684467,0.45707857608795166,0.6760758656304422,114.76615142822266
26,0.4398370683193207,0.663202132324166,0.4459500312805176,0.6677949021073144,111.33377075195312
27,0.4318793714046478,0.6571752973177307,0.44268912076950073,0.6653488714723282,108.5708999633789
28,0.4237067401409149,0.6509275997689105,0.429740846157074,0.6555462196955101,105.75959777832031
29,0.414063960313797,0.6434780185164035,0.4224446415901184,0.649957415212811,102.55319213867188
30,0.4072384834289551,0.6381523982787772,0.41096583008766174,0.641066166700179,100.12056732177734
31,0.39944422245025635,0.6320159985714415,0.4067286252975464,0.6377527932495054,97.43740844726562
32,0.39221224188804626,0.6262685062240048,0.3959044814109802,0.6292094098239315,94.91171264648438
33,0.3855683505535126,0.6209415033266117,0.39128080010414124,0.6255244200701849,92.54368591308594
34,0.37716060876846313,0.6141340315993432,0.3812948167324066,0.6174907422240488,89.67640686035156
35,0.3712572455406189,0.6093088260813386,0.372967004776001,0.610710246169164,87.5264892578125
36,0.3645024597644806,0.603740391032835,0.3712288439273834,0.6092855192168803,85.14772033691406
37,0.3577450215816498,0.5981178993991484,0.3587706387042999,0.5989746561452328,82.74942779541016
38,0.351926326751709,0.5932337876012365,0.3545528054237366,0.5954433687797157,80.63038635253906
39,0.3456234335899353,0.587897468603102,0.3477018475532532,0.5896624861335958,78.37876892089844
40,0.3408655822277069,0.5838369483235083,0.3468242585659027,0.5889178708155346,76.5726547241211
41,0.33515408635139465,0.5789249401704807,0.33997511863708496,0.5830738535014968,74.45417785644531
42,0.3297627568244934,0.5742497338479953,0.3292236328125,0.5737801258430794,72.462890625
43,0.3248154819011688,0.5699258564946574,0.3278921842575073,0.5726187075685768,70.59872436523438
44,0.31955429911613464,0.5652913400328494,0.3213983178138733,0.5669200277057367,68.63848114013672
45,0.31549569964408875,0.5616900387616721,0.31940758228302,0.5651615541444942,67.0361328125
46,0.3105916380882263,0.5573074897112242,0.3098730146884918,0.556662388426317,65.16814422607422
47,0.3061105012893677,0.5532725379859077,0.3127380311489105,0.559229855380514,63.42184066772461
48,0.3023121953010559,0.5498292419479487,0.30408740043640137,0.5514412030637549,61.91168975830078
49,0.2981506884098053,0.5460317650190374,0.3032701909542084,0.550699728485686,60.25654602050781
50,0.2943394184112549,0.5425305691030274,0.29575371742248535,0.543832435059261,58.723670959472656
51,0.2907467186450958,0.5392093458436119,0.29099175333976746,0.5394365146518796,57.24705123901367
52,0.2860330641269684,0.5348205905974156,0.2860759198665619,0.5348606546256341,55.44173812866211
53,0.28321951627731323,0.5321837241755081,0.28467869758605957,0.5335529004569833,54.19428634643555
54,0.28058886528015137,0.5297063953551546,0.28184276819229126,0.530888658941111,52.97211837768555
55,0.27591508626937866,0.5252761999837596,0.27619484066963196,0.525542425185286,51.19505310058594
56,0.2732389271259308,0.522722610115471,0.27422797679901123,0.5236678114979106,49.980220794677734
57,0.26964566111564636,0.519274167579754,0.26852768659591675,0.5181965713857211,48.501548767089844
58,0.2667762041091919,0.5165038277778703,0.26589879393577576,0.5156537539238668,47.229454040527344
59,0.26383519172668457,0.5136488992752585,0.2660602927207947,0.5158103263029877,45.956016540527344
60,0.2610221207141876,0.5109032400701601,0.2580588459968567,0.5079949271369318,44.67478942871094
61,0.2582821249961853,0.5082146446101148,0.25561267137527466,0.505581518031736,43.467063903808594
62,0.2560763955116272,0.506039914939155,0.2520391345024109,0.5020349933046608,42.384765625
63,0.2519828975200653,0.5019789811536588,0.25448811054229736,0.504468146211728,40.76333236694336
64,0.25002750754356384,0.5000275067869405,0.25297489762306213,0.5029660998745961,39.74826431274414
65,0.2479735016822815,0.4979693782576209,0.24571481347084045,0.49569629156454303,38.736324310302734
66,0.24493767321109772,0.49491178326151997,0.24778538942337036,0.4977804630792277,37.39950180053711
67,0.2425050288438797,0.4924479960806823,0.24475014209747314,0.49472228785195554,36.24761199951172
68,0.2397870421409607,0.4896805511156847,0.2416365146636963,0.49156537170929393,35.0540771484375
69,0.23826691508293152,0.48812592133888105,0.24016574025154114,0.49006707729814003,34.12649154663086
70,0.23612768948078156,0.48592971660599393,0.23254992067813873,0.4822343006030769,33.06897735595703
71,0.23413482308387756,0.4838748010424572,0.2324419617652893,0.4821223514475234,32.0482063293457
72,0.23133163154125214,0.4809694704877349,0.23076312243938446,0.480378103621912,30.775854110717773
73,0.22933726012706757,0.47889169978928176,0.22706001996994019,0.4765081530991261,29.77452850341797
74,0.22830070555210114,0.477808230938,0.22575916349887848,0.4751412037477685,29.038951873779297
75,0.2251623421907425,0.4745127418634219,0.22834576666355133,0.4778553825830063,27.680679321289062
76,0.22469009459018707,0.47401486747800126,0.22768674790859222,0.47716532555141955,27.084989547729492
77,0.22213327884674072,0.47131017265357295,0.2222309112548828,0.47141373681181886,25.91950225830078
78,0.22081482410430908,0.4699093786085878,0.21559463441371918,0.4643216928097579,25.09421157836914
79,0.21775570511817932,0.46664301678925757,0.2183452993631363,0.4672743298782165,23.749958038330078
80,0.21627268195152283,0.4650512680893611,0.21434736251831055,0.4629766327994433,22.900426864624023
81,0.21507540345191956,0.4637622272802298,0.2154010683298111,0.464113206372983,22.093448638916016
82,0.2132318764925003,0.4617703720384194,0.21170145273208618,0.4601102614940099,21.104656219482422
83,0.21173591911792755,0.46014771445474717,0.21268215775489807,0.46117475836704036,20.26860809326172
84,0.21003691852092743,0.4582978491340838,0.2088015228509903,0.4569480526832238,19.31370735168457
85,0.20776039361953735,0.4558074084737296,0.20664307475090027,0.4545801081777559,18.162466049194336
86,0.20759110152721405,0.45562166490106026,0.19763396680355072,0.44456041974466276,17.68512535095215
87,0.20539060235023499,0.45320039976839716,0.20585177838802338,0.4537089137189431,16.59331512451172
88,0.2029895931482315,0.45054366397523726,0.19859375059604645,0.4456385874181526,15.461182594299316
89,0.203343003988266,0.45093569828553826,0.20088686048984528,0.4482040389039854,15.111387252807617
90,0.20115700364112854,0.4485052994571285,0.20228269696235657,0.4497584873711185,14.040914535522461
91,0.19978076219558716,0.44696841297298306,0.19451943039894104,0.4410435697285939,13.194413185119629
92,0.1979488730430603,0.44491445587108125,0.19420161843299866,0.4406831270119139,12.195503234863281
93,0.1972443014383316,0.4441219443332333,0.19536210596561432,0.4419978574219725,11.55915641784668
94,0.1965399831533432,0.4433283017734636,0.19173534214496613,0.4378759437842711,10.885303497314453
95,0.19467103481292725,0.4412154063639746,0.19490110874176025,0.44147605681595037,9.948413848876953
96,0.19413356482982635,0.44060590648540604,0.19161354005336761,0.43773683881227954,9.268019676208496
97,0.1926443874835968,0.4389127333349954,0.19133487343788147,0.4374184191799443,8.434069633483887
98,0.19139908254146576,0.4374918085421323,0.18687959015369415,0.43229572072100614,7.644894123077393
99,0.19075363874435425,0.43675352173091203,0.18371760845184326,0.42862292105280986,6.977358818054199
100,0.18881818652153015,0.43453214670669665,0.18574492633342743,0.43098135265162857,6.008552074432373
101,0.1882656365633011,0.4338958821690995,0.18480323255062103,0.4298874649842922,5.321406364440918
102,0.1871669739484787,0.43262798562792804,0.1836256980895996,0.42851569176589044,4.605466842651367
103,0.18597795069217682,0.43125160949517255,0.18357162177562714,0.42845258988087254,3.7756199836730957
104,0.1847553849220276,0.4298318100397266,0.18175876140594482,0.42633175040799487,2.973005771636963
105,0.18359507620334625,0.42847996009538913,0.1826803982257843,0.42741127526749256,2.2027316093444824
106,0.1813500076532364,0.4258520959831434,0.17708955705165863,0.4208201005794027,1.0778224468231201
107,0.18163618445396423,0.42618796845284623,0.17907167971134186,0.42316861853325305,0.6919834613800049
108,0.1804720163345337,0.42481998109144264,0.17378325760364532,0.4168731912748112,-0.05918574333190918
109,0.17932653427124023,0.4234696379567728,0.1736147105693817,0.4166709859942035,-0.8682255744934082
110,0.1789892017841339,0.4230711545167478,0.17768630385398865,0.4215285326688914,-1.4066872596740723
111,0.1777656376361847,0.42162262467304185,0.17433497309684753,0.41753439750138854,-2.2339696884155273
112,0.17692165076732635,0.42062055438046103,0.17745304107666016,0.42125175498347794,-2.937007427215576
113,0.17556002736091614,0.4189988393312279,0.17167027294635773,0.41433111510766085,-3.793485641479492
114,0.175856813788414,0.4193528511747762,0.17408615350723267,0.417236328125,-4.149532318115234
115,0.17445479333400726,0.41767785832386095,0.17359605431556702,0.4166485981202469,-5.018043041229248
116,0.17373114824295044,0.41681068633487606,0.1728939414024353,0.4158051724094294,-5.690446853637695
117,0.17251606285572052,0.41535053010164863,0.170528843998909,0.4129513821249531,-6.482346534729004
118,0.17233096063137054,0.4151276437812478,0.17010997235774994,0.41244390207366377,-7.0227460861206055
119,0.17159777879714966,0.4142436225183795,0.17160913348197937,0.41425732761410433,-7.667937278747559
120,0.1705484837293625,0.4129751611530196,0.16719338297843933,0.4088928746975659,-8.462215423583984
121,0.16995415091514587,0.412254958630149,0.16558951139450073,0.4069269116125164,-9.054527282714844
122,0.16944129765033722,0.41163247885745996,0.16611845791339874,0.40757632158087737,-9.6437406539917
123,0.16844813525676727,0.4104243356049532,0.16826030611991882,0.41019544868259916,-10.384082794189453
124,0.1670364886522293,0.40870097706297365,0.1646675318479538,0.4057924738680522,-11.28598690032959
125,0.1671655923128128,0.40885889046566276,0.1609921157360077,0.40123822815879306,-11.678947448730469
126,0.16663236916065216,0.408206282608012,0.163946270942688,0.4049027919670201,-12.313859939575195
127,0.16559584438800812,0.4069346930258074,0.16218455135822296,0.40272143146128064,-13.060356140136719
128,0.1654588282108307,0.40676630663174485,0.16239653527736664,0.402984534786841,-13.548503875732422
129,0.16466838121414185,0.40579352041911887,0.16621455550193787,0.40769419360831943,-14.237504005432129
130,0.16396720707416534,0.4049286444228975,0.16178980469703674,0.4022310339805181,-14.898683547973633
131,0.1627691239118576,0.40344655645061295,0.15973582863807678,0.39966964938318345,-15.715009689331055
132,0.16252151131629944,0.403139568036058,0.16141334176063538,0.40176279290227385,-16.27300262451172
133,0.16124938428401947,0.4015586934484416,0.15891042351722717,0.3986357027628448,-17.10498046875
134,0.16072647273540497,0.4009070624663589,0.1559453159570694,0.39489912124119675,-17.708463668823242
135,0.1602296531200409,0.4002869634650133,0.15596894919872284,0.3949290432453947,-18.297954559326172
136,0.15926170349121094,0.3990760622878939,0.15674392879009247,0.3959089905396093,-19.067523956298828
137,0.15888704359531403,0.3986063767619806,0.1543930321931839,0.39292878768701067,-19.595584869384766
138,0.1593882143497467,0.3992345355173406,0.1550954282283783,0.3938215690238135,-19.911224365234375
139,0.15872722864151,0.3984058591957578,0.15331588685512543,0.39155572637253744,-20.589557647705078
140,0.1571330577135086,0.3964001232511269,0.15412263572216034,0.39258455869043085,-21.545223236083984
141,0.15638968348503113,0.3954613552359208,0.15312911570072174,0.3913171548766061,-22.215354919433594
142,0.15691165626049042,0.39612075969392263,0.15325842797756195,0.3914823469552132,-22.467302322387695
143,0.15550631284713745,0.3943428874052852,0.1555139124393463,0.3943525230543686,-23.40061378479004
144,0.15519466996192932,0.39394754722161845,0.1540323793888092,0.39246959040008333,-23.91215705871582
145,0.15448904037475586,0.3930509386514118,0.15153011679649353,0.389268694858055,-24.625770568847656
