epoch,train_mse,train_rmse,val_mse,val_rmse,optimized_loss
0,0.8810665607452393,0.9386514586071015,0.9078138470649719,0.9527926569117606,249.34182739257812
1,0.8529319763183594,0.9235431642962658,0.8699690699577332,0.9327213249185059,240.88360595703125
2,0.8238831758499146,0.9076801065628323,0.8460907936096191,0.9198319376981967,232.16696166992188
3,0.7980947494506836,0.893361488676719,0.8135998249053955,0.9019976856430373,224.37120056152344
4,0.7721281051635742,0.8787082025129698,0.794064998626709,0.891103248017147,216.5196533203125
5,0.7494905591011047,0.8657312279807774,0.775348424911499,0.8805387128976778,209.61361694335938
6,0.7250030636787415,0.8514711173485225,0.7446362972259521,0.8629231120012676,202.18177795410156
7,0.7057499885559082,0.8400892741583529,0.7217166423797607,0.8495390764289543,196.2227020263672
8,0.6838686466217041,0.8269635098489558,0.7048079967498779,0.8395284371299628,189.53115844726562
9,0.6639369130134583,0.8148232403493768,0.6848974227905273,0.8275852963837186,183.3741455078125
10,0.6457404494285583,0.8035797716646172,0.6600456237792969,0.8124319194734393,177.71527099609375
11,0.6279137134552002,0.7924100664777046,0.6404241323471069,0.8002650388134589,172.1544189453125
12,0.6105962991714478,0.7814066157714866,0.6251360774040222,0.7906554732650766,166.74583435058594
13,0.5940110087394714,0.7707210965968633,0.6096691489219666,0.7808131331643741,161.5458526611328
14,0.5797463059425354,0.7614107340604908,0.591132640838623,0.7688515076649216,156.99264526367188
15,0.5648003220558167,0.751531983388476,0.5730153918266296,0.7569778014094136,152.25518798828125
16,0.5508372783660889,0.7421841269968584,0.5612183809280396,0.7491451000494094,147.79779052734375
17,0.536835789680481,0.7326907872223323,0.5497711896896362,0.7414655687822842,143.32540893554688
18,0.5235768556594849,0.7235861079785079,0.5358753204345703,0.7320350541023088,139.06922912597656
19,0.5122906565666199,0.7157448264337087,0.5223048329353333,0.7227066022497188,135.361572265625
20,0.500469982624054,0.707439031029568,0.5143210291862488,0.7171617873159785,131.51162719726562
21,0.48929986357688904,0.6994997237861421,0.4957243800163269,0.7040769702357313,127.84278106689453
22,0.47901302576065063,0.692107669196528,0.49300438165664673,0.7021427074723818,124.4361801147461
23,0.4684472978115082,0.6844320987588968,0.47932326793670654,0.692331761467511,120.95027160644531
24,0.4579956829547882,0.6767537831108063,0.4629153907299042,0.6803788582326057,117.48371887207031
25,0.4482547342777252,0.669518285245239,0.4568294882774353,0.6758916246540086,114.2342529296875
26,0.43855810165405273,0.6622371944054884,0.4473125636577606,0.6688142968401323,111.01043701171875
27,0.43033942580223083,0.6560026111245525,0.44455045461654663,0.6667461695552114,108.18267822265625
28,0.4221096634864807,0.6496996717610997,0.42807936668395996,0.6542777442982146,105.35364532470703
29,0.4121030271053314,0.6419525115655608,0.42427802085876465,0.6513662724295484,102.04766845703125
30,0.405400812625885,0.6367109333330825,0.41367393732070923,0.6431748885961805,99.64762115478516
31,0.3984276354312897,0.631211244696488,0.4109624922275543,0.641063563328594,97.20054626464844
32,0.39096125960350037,0.6252689498155977,0.3999570310115814,0.6324215611533034,94.60908508300781
33,0.3837047219276428,0.6194390381043504,0.3911096453666687,0.6253875961087402,92.06880950927734
34,0.37669429183006287,0.6137542601319056,0.3817760646343231,0.6178802996004349,89.59691619873047
35,0.3704755902290344,0.6086670602464326,0.3766021132469177,0.6136791614898763,87.3664321899414
36,0.36378514766693115,0.6031460417402498,0.3714044690132141,0.609429625972691,85.000244140625
37,0.3575160503387451,0.5979264589719585,0.3623197376728058,0.6019300106098763,82.75254821777344
38,0.351403146982193,0.5927926677871387,0.3578447997570038,0.5982013037072084,80.53787994384766
39,0.3461514413356781,0.5883463617085416,0.3509514033794403,0.5924115152319714,78.58815002441406
40,0.3398653268814087,0.5829796968003335,0.3474666476249695,0.5894630163334842,76.34346008300781
41,0.3348771631717682,0.5786857205528474,0.34249910712242126,0.5852342326986872,74.44841003417969
42,0.3297329545021057,0.574223784340309,0.33123084902763367,0.575526584118956,72.52134704589844
43,0.32483339309692383,0.5699415698972341,0.33124375343322754,0.5755377949650462,70.66352844238281
44,0.31951722502708435,0.5652585470623902,0.32432466745376587,0.5694950987091688,68.69194030761719
45,0.31525036692619324,0.5614716082992917,0.32272177934646606,0.5680860668476794,67.02112579345703
46,0.31070762872695923,0.5574115434102161,0.31454941630363464,0.5608470525050788,65.26441955566406
47,0.30584901571273804,0.5530361793885984,0.31585440039634705,0.5620092529454893,63.40556335449219
48,0.30231526494026184,0.5498320333886175,0.3079022467136383,0.5548894004336705,61.967193603515625
49,0.29856085777282715,0.5464072270503266,0.3043580651283264,0.5516865642086333,60.42710494995117
50,0.29441598057746887,0.5426011247476998,0.30048778653144836,0.5481676627925515,58.801597595214844
51,0.2908899486064911,0.5393421442892175,0.29473304748535156,0.5428932192294831,57.336273193359375
52,0.28658419847488403,0.5353355942536271,0.2912137806415558,0.5396422709921415,55.65419006347656
53,0.2840326130390167,0.5329471015391835,0.2884436249732971,0.5370694787206746,54.48012924194336
54,0.2811101973056793,0.5301982622620328,0.2855795621871948,0.5343964466453672,53.189937591552734
55,0.27667436003685,0.5259984410973573,0.2804211676120758,0.5295480786596017,51.45792007446289
56,0.27398940920829773,0.5234399767005743,0.2774282991886139,0.5267146278475793,50.24393844604492
57,0.27045536041259766,0.5200532284416641,0.27320072054862976,0.5226860630901017,48.78486633300781
58,0.2678006589412689,0.5174945979826929,0.2700708508491516,0.5196834140600907,47.57428741455078
59,0.264697790145874,0.5144878911557337,0.2710717022418976,0.5206454669368568,46.2515869140625
60,0.26182979345321655,0.5116930656684889,0.26164060831069946,0.5115081703264371,44.96669387817383
61,0.2593333423137665,0.5092478201364896,0.25954464077949524,0.5094552392305876,43.813270568847656
62,0.25705593824386597,0.5070068424033999,0.25623753666877747,0.5061991077321032,42.71768569946289
63,0.2531082034111023,0.5030986020762752,0.2569660544395447,0.5069181930445431,41.12758255004883
64,0.2511402666568756,0.5011389694055688,0.25587841868400574,0.505844263270827,40.10991668701172
65,0.24882540106773376,0.4988240181343855,0.24911794066429138,0.4991171612600506,39.01958084106445
66,0.2461010068655014,0.49608568500361044,0.251968115568161,0.5019642572615713,37.772552490234375
